Date,SP500_1_ahead,SP500_Adj_Close,summed_sentiment,target
2008-06-24,131.81,131.19,-0.3,0.004714837631435209
2008-07-01,126.18,128.38,0.0,-0.017285156940967994
2008-07-02,126.31,126.18,-0.3,0.0010297438432198547
2008-07-07,127.24,125.02,-0.6,0.01760134237727673
2008-07-09,125.3,124.79,-1.2,0.004078537382259384
2008-07-14,120.99,122.72,-0.6,-0.014197440065559341
2008-07-23,125.51,128.17,-0.6,-0.020972071069377485
2008-07-29,128.53,126.28,-0.4,0.01766067643224911
2008-07-31,126.16,126.83,0.0,-0.005296664424554898
2008-08-01,124.99,126.16,0.0,-0.009317208552652723
2008-08-04,128.36,124.99,-0.6,0.02660508213952628
2008-08-08,130.71,129.37,0.0,0.010304612867650498
2008-08-13,129.54,128.57,-0.6,0.007516210658613964
2008-08-14,130.17,129.54,0.0,0.0048515747235979845
2008-08-19,127.58,126.99,0.0,0.00463527561286714
2008-08-26,128.63,127.39,-0.6,0.009686818968928534
2008-08-27,130.19,128.63,-0.3,0.012054855818681709
2008-08-28,128.79,130.19,0.3,-0.0108117510047272
2008-09-03,124.03,127.88,0.0,-0.030568852364402765
2008-09-09,123.72,123.22,0.0,0.004049572230444554
2008-09-10,125.51,123.72,0.0,0.014364488855485469
2008-09-11,126.09,125.51,0.0,0.004610501012780155
2008-09-15,122.1,120.09,0.0,0.016598919444066773
2008-09-16,116.61,122.1,-0.3,-0.04600534758441732
2008-09-17,120.07,116.61,0.0,0.02923987251038529
2008-09-19,121.31,124.12,0.3,-0.022899586797350935
2008-09-24,120.79,118.93,-0.7,0.015518415878032599
2008-09-26,111.38,120.85,0.0,-0.08160232898796949
2008-09-29,115.99,111.38,-0.2333333333333333,0.040556202332262536
2008-10-01,111.85,116.06,0.0,-0.0369486108263235
2008-10-06,100.03,104.72,0.0,-0.04581998060455561
2008-10-07,97.51,100.03,-0.6,-0.0255152041500617
2008-10-13,99.85,101.35,0.0,-0.014910813036185466
2008-10-15,93.77,90.02,0.0,0.0408131075667475
2008-10-17,98.81,93.21,-0.2,0.0583438021338063
2008-10-20,95.86,98.81,0.0,-0.03031002047538678
2008-10-21,90.64,95.86,0.0,-0.05599317701173412
2008-10-23,87.04,91.69,-0.7,-0.052045538954176074
2008-10-24,83.95,87.04,-0.55,-0.03614639958408272
2008-10-29,96.3,93.08,0.0,0.034008980369988784
2008-10-30,96.83,96.3,-0.2,0.005488544819360008
2008-11-03,100.41000000000001,97.11,0.0,0.03341744728508189
2008-11-04,96.19,100.41,0.0,-0.04293640172682078
2008-11-05,90.86,96.19,-0.6,-0.05700554183326645
2008-11-07,92.63,93.86,0.0,-0.013191247100334813
2008-11-10,89.77,92.63,0.3,-0.03136221949733908
2008-11-11,85.82,89.77,-0.6,-0.044998764205218755
2008-11-17,87.08,85.47,-0.75,0.018661799188420147
2008-11-21,85.03,79.52,0.0,0.06699557304938253
2008-11-24,85.66,85.03,0.0,0.007381836789523533
2008-11-26,90.09,88.97,0.4,0.01250993640667275
2008-12-01,85.27,82.11,-1.2,0.03776288103326042
2008-12-02,87.32,85.27,0.0,0.023756838927785573
2008-12-03,85.3,87.32,0.0,-0.023405077184110112
2008-12-04,87.93,85.3,-1.2,0.030366588893277147
2008-12-09,90.11,89.5,0.0,0.006792520966136806
2008-12-11,88.99,87.94,-0.3,0.011869240116107349
2008-12-17,89.29,90.99,-1.7999999999999998,-0.018860110839474586
2008-12-18,88.19,89.29,0.0,-0.012395921629035911
2008-12-24,87.16,86.66,0.0,0.005753093764655937
2008-12-30,90.24,88.97,-0.7,0.014173553493073143
2008-12-31,92.96,90.24,0.0,0.0296965053538516
2009-01-07,91.042,90.67,-0.6,0.00409439684430879
2009-01-08,89.09,91.042,-0.6,-0.02167384376972148
2009-01-12,87.11,86.95,0.0,0.0018384470305088385
2009-01-20,84.05,80.57,0.0,0.04228548806552013
2009-01-21,82.75,84.05,-0.6,-0.015587845597452521
2009-01-23,83.68,83.11,0.0,0.0068349687516784385
2009-01-28,84.55,87.39,0.0,-0.03303778429486304
2009-01-30,82.58,82.83,0.0,-0.003022794152228059
2009-02-02,83.74,82.58,-0.6,0.013949240133053209
2009-02-09,83.11,87.1,-0.6,-0.04689185229352244
2009-02-17,79.03,79.22,-0.6,-0.00240126497688653
2009-02-18,78.181,79.03,-0.3,-0.010800875938739907
2009-02-23,77.48,74.65,-0.6,0.03720931455359633
2009-02-25,75.62,76.872,0.0,-0.016420902512179758
2009-03-02,70.07,70.6,0.0,-0.007535402116753964
2009-03-03,71.73,70.07,0.0,0.023414327755901354
2009-03-04,68.8,71.73,-1.4,-0.041705325199045795
2009-03-05,68.92,68.8,-0.7,0.0017426667204309965
2009-03-09,72.17,68.11,-0.6,0.05790040183095524
2009-03-13,75.86,76.09,0.0,-0.003027313927678854
2009-03-18,78.94,79.93,0.0,-0.012463181403226109
2009-03-26,81.61,83.11,0.0,-0.01821322808378323
2009-04-06,81.65,83.6,-0.3,-0.02360170067418199
2009-04-13,84.35,85.83,0.0,-0.017393786738151285
2009-04-17,83.43,87.08,-0.6,-0.04281927945236319
2009-04-28,87.39,85.57,-1.2999999999999998,0.02104610520948924
2009-04-30,87.89,87.42,0.0,0.0053619431413851615
2009-05-07,92.98,90.86,-0.6,0.02306455593118173
2009-05-11,90.97,91.24,0.0,-0.0029636155822165833
2009-05-29,94.77,92.53,-0.6,0.023919987221164618
2009-06-01,94.85,94.77,-0.3,0.0008437928989195598
2009-06-05,94.16,94.55,0.0,-0.00413333215244549
2009-06-11,94.38,94.82,0.0,-0.004651171175731328
2009-06-17,92.219,91.55,0.0,0.007280911964460124
2009-06-19,89.28,92.04,0.0,-0.03044576653416442
2009-06-24,92.08,90.118,0.0,0.02153784172788953
2009-07-01,89.81,92.33,0.0,-0.02767278810167806
2009-07-02,89.8,89.81,-0.6,-0.00011135237470405457
2009-07-08,88.17,88.0,-0.6,0.0019299546207287577
2009-07-09,87.96,88.17,0.0,-0.0023846034123753412
2009-07-13,90.61,90.102,0.0,0.005622220307770931
2009-07-31,100.44,98.81,0.0,0.016361720082512576
2009-08-05,99.89,100.41,-0.6,-0.005192223347286529
2009-08-07,100.99,101.202,-0.6,-0.00209701746546731
2009-08-11,100.8,99.73,-0.6,0.010671821223491307
2009-08-13,100.79,101.57,0.0,-0.007709071584622862
2009-08-14,98.31,100.79,0.0,-0.02491339298795392
2009-08-19,100.99,99.96,0.0,0.010251396071714325
2009-08-31,100.2,102.46,-0.6,-0.022304289860292315
2009-09-01,99.82,100.2,-0.6,-0.0037996246093010555
2009-09-02,100.65,99.82,0.0,0.008280588044337733
2009-09-08,103.73,102.94,0.0,0.007645075219127939
2009-09-09,104.79,103.73,-0.1999999999999999,0.01016697804311395
2009-09-10,104.77,104.79,-0.7,-0.0001908761219766575
2009-09-11,105.28,104.77,-0.35,0.0048559962121332845
2009-09-14,105.72,105.28,-0.5,0.004170622159080928
2009-09-16,107.16,107.32,0.0,-0.001491980881015209
2009-09-18,106.45,106.72,-0.6,-0.0025331908278243276
2009-09-22,106.18,107.07,0.0,-0.008347059014653269
2009-09-23,105.01,106.18,0.0,-0.01108018343762307
2009-09-25,106.32,104.45,-0.5,0.01774492640241565
2009-09-28,106.0,106.32,-0.2,-0.003014320292923145
2009-09-30,102.971,105.59,-0.6,-0.02511627463044519
2009-10-01,102.49,102.971,-0.6,-0.00468216234450658
2009-10-06,105.8,105.51,-0.3,0.0027447842701979752
2009-10-07,106.61,105.8,-0.6,0.007626796538184877
2009-10-08,107.26,106.61,-0.7,0.006078477592395437
2009-10-09,107.68,107.26,0.0,0.00390807234163848
2009-10-12,107.46,107.68,-0.6,-0.002045180595742657
2009-10-19,109.211,109.79,-1.7999999999999998,-0.005287659408291567
2009-10-27,104.41,106.42,0.0,-0.01906807286620449
2009-10-28,106.65,104.41,0.0,0.021226988615340225
2009-10-30,104.32,103.56,-0.6,0.007311943295006174
2009-11-05,107.13,106.8501,0.0,0.0026161326183116174
2009-11-09,109.59,109.57,-0.6,0.00018251505799860013
2009-11-12,109.62,109.03,-0.6,0.005396765899680744
2009-11-13,111.21,109.62,0.0,0.014400466212779683
2009-11-23,110.99,110.82,0.0,0.0015328437246848736
2009-11-24,111.38,110.99,0.0,0.0035076709976342713
2009-11-25,109.57,111.38,0.25,-0.01638416374422036
2009-11-27,109.94,109.57,0.0,0.0033711480152121
2009-12-03,111.01,110.38,0.0,0.005691329333200379
2009-12-07,109.61,110.84,-0.6,-0.011159108767145653
2009-12-10,111.11,110.64,-0.6,0.004239014239414196
2009-12-14,111.35,111.87,-0.6,-0.004659089155461871
2009-12-15,111.52,111.35,-0.3,0.0015255533088369688
2009-12-16,110.18,111.52,0.0,-0.012088554967643717
2009-12-21,111.73,111.33,-0.6,0.0035864828186307207
2009-12-22,111.95,111.73,-0.6,0.0019670964855178497
2009-12-30,111.44,112.52,-0.3,-0.009644654150106291
2010-01-05,113.71,113.63,-0.19999999999999998,0.0007037917067140853
2010-01-06,114.19,113.71,0.0,0.0042123800769253705
2010-01-07,114.57,114.19,0.0,0.0033222621919772877
2010-01-11,113.66,114.73,0.0,-0.00937000594207582
2010-01-13,114.93,114.62,-0.3,0.0027009382570764018
2010-01-14,113.64,114.93,0.0,-0.01128769039468036
2010-01-20,111.7,113.89,-0.8,-0.019416364211104487
2010-01-28,107.39,108.57,-0.3,-0.01092805837363553
2010-02-02,109.83,110.38,0.0,-0.004995242211100148
2010-02-04,106.66,106.44,-0.6,0.0020647590629678803
2010-02-05,105.89,106.66,0.0,-0.007245385730093368
2010-02-08,107.22,105.89,-0.6,0.012481978957028517
2010-02-12,109.74,108.04,0.0,0.01561240270641484
2010-02-18,111.14,110.91,-2.6,0.002071606235125145
2010-02-23,110.82,109.81,-0.4,0.009155663829581329
2010-02-26,111.89,110.74,-0.3,0.010331134424808042
2010-03-01,112.2,111.89,0.0,0.0027667472689669736
2010-03-02,112.3,112.2,0.0,0.0008908686558015688
2010-03-05,114.27,114.25,0.0,0.00017503938430785126
2010-03-08,114.46,114.27,-0.6,0.0016613478223339584
2010-03-09,114.97,114.46,0.0,0.004445807784692946
2010-03-10,115.45,114.97,0.0,0.004166311034855319
2010-03-12,115.49,115.46,0.0,0.0002597964942081532
2010-03-15,116.41,115.49,0.0,0.007934496133153779
2010-03-22,117.41,116.5925,0.0,0.006987133264489742
2010-03-24,116.65,116.84,0.0,-0.001627479052101144
2010-04-01,118.76,117.8,-0.45,0.008116378678073133
2010-04-05,119.04,118.76,-0.35,0.0023549211892222033
2010-04-12,119.83,119.74,0.0,0.0007513461972195046
2010-04-14,121.29,121.19,-0.3,0.0008248103403936113
2010-04-15,119.36,121.29,0.0,-0.016040235865338204
2010-04-19,120.88,119.81,-0.45,0.008891163312676476
2010-04-22,121.8125,121.02,-0.3,0.006527156073604878
2010-04-23,121.35,121.8125,0.0,-0.003804045095169961
2010-04-28,120.8575,119.38,0.0,0.01230048288878205
2010-04-30,120.35,118.8125,0.0,0.012857543980432595
2010-05-04,116.82,117.52,0.0,-0.005974243253458411
2010-05-05,112.942,116.82,0.0,-0.033759876006469014
2010-05-06,111.26,112.942,-0.6,-0.015004607958546856
2010-05-07,116.16,111.26,-0.6,0.04309874642933842
2010-05-11,117.45,115.83,0.0,0.013889112160667239
2010-05-12,115.99,117.45,0.0,-0.012508730611136443
2010-05-17,112.4,113.95,0.0,-0.013695818232101864
2010-05-18,111.76,112.4,0.0,-0.0057102225108849325
2010-05-20,109.115,107.54,-0.6,0.014539500549430429
2010-05-25,107.17,107.818,0.0,-0.006028261692331505
2010-05-26,110.76,107.17,0.0,0.032949339577855064
2010-06-01,110.33,107.53000000000002,-0.19999999999999998,0.025705996369779882
2010-06-07,106.62,105.49,0.0,0.010654949700897198
2010-06-08,106.05,106.62,0.0,-0.005360430383922754
2010-06-11,109.509,109.68,-0.6,-0.0015602975942403674
2010-06-14,112.0,109.509,-0.6,0.022492133635275913
2010-06-15,111.96,112.0,0.0,-0.0003572066478412239
2010-06-21,109.57,111.41000000000001,-0.39999999999999997,-0.016653475653923167
2010-06-22,109.23,109.57,-0.6,-0.0031078635618504435
2010-06-23,107.42,109.23,0.0,-0.016709366378138135
2010-06-28,104.21,107.53,0.0,-0.03136178439809889
2010-06-29,103.22,104.21,0.0,-0.009545461283754442
2010-06-30,102.76,103.21999999999998,-0.19999999999999998,-0.004466460478897538
2010-07-06,106.1075,102.87,0.0,0.030986676008877723
2010-07-07,107.16,106.1075,-1.2,0.009870313524591445
2010-07-13,109.651,109.66,-0.3,-8.207522655112598e-05
2010-07-14,109.68,109.651,0.0,0.00026444050470697533
2010-07-20,107.07,108.48,0.0,-0.013082998021906711
2010-07-21,109.461,107.07,0.0,0.022085495261217503
2010-07-26,111.55,111.56,0.0,-8.964188074678248e-05
2010-07-30,112.76,110.27,-0.6,0.0223297624753247
2010-08-02,112.22,112.76,-0.3,-0.004800435923085544
2010-08-04,112.84999999999998,112.96999999999998,-0.19999999999999998,-0.0010627934752927004
2010-08-06,112.992,112.392,-0.7,0.005324259196625825
2010-08-09,112.375,112.992,0.0,-0.005475526954191068
2010-08-10,109.3,112.375,0.0,-0.02774509760929167
2010-08-11,108.63,109.3,-0.6,-0.006148782736833169
2010-08-17,109.79,109.59,0.0,0.0018233207713400645
2010-08-24,105.94,105.53,-0.6,0.003877623433381494
2010-08-27,105.311,106.86,-0.6,-0.014601689407823137
2010-08-30,105.31,105.311,0.0,-9.495729296205013e-06
2010-09-03,109.64,110.89,-0.19999999999999998,-0.01133644753053975
2010-09-07,110.41,109.64,0.0,0.006998438016460717
2010-09-09,111.482,110.92,0.0,0.00505392214298972
2010-09-10,112.72,111.482,-0.6,0.01104372469985826
2010-09-13,112.65,112.72,-0.09999999999999995,-0.0006212007121719765
2010-09-14,113.08,112.65,-0.6,0.0038098659471366147
2010-09-15,113.05,113.08,-0.6333333333333333,-0.0002653341014111632
2010-09-17,114.21,112.49,-0.35,0.015174530257781704
2010-09-20,113.98,114.21,0.0,-0.0020158646556618365
2010-09-21,113.42,113.98,-0.6,-0.004925251820972143
2010-09-22,112.498,113.42,-0.3,-0.008162298877211427
2010-09-24,114.27,114.82,-0.15,-0.004801615580868557
2010-09-27,114.67,114.27,0.0,0.0034943688915909377
2010-09-28,114.47,114.67,0.0,-0.0017456581198285193
2010-09-29,114.13,114.47,0.4,-0.0029746303648758854
2010-09-30,114.61,114.13,-0.1857142857142857,0.0041969109430990414
2010-10-01,113.75,114.61,-1.0,-0.007532002677548277
2010-10-04,116.04,113.75,0.0,0.01993190142214374
2010-10-08,116.65,116.5375,-0.6,0.0009648888446269765
2010-10-12,117.92,117.01,-0.6,0.007747027210159629
2010-10-13,117.46,117.92,-0.3,-0.003908578346652369
2010-10-14,117.7,117.46,0.2,0.0020411641718576234
2010-10-19,117.87,116.73,-0.475,0.009718746573906145
2010-10-20,118.13,117.87,-0.7,0.0022033907219505267
2010-10-22,118.7,118.347,0.0,0.0029783145193675864
2010-10-26,118.38,118.72,0.0,-0.002867990156491196
2010-10-29,118.53,118.49,0.0,0.00033752426276034697
2010-11-02,119.95,119.475,0.0,0.003967844821481492
2010-11-04,122.725,122.26,0.0,0.0037961553435366113
2010-11-05,122.49,122.725,-0.6,-0.0019166859445221007
2010-11-08,121.61,122.49,-0.2,-0.00721019100668574
2010-11-10,121.635,122.1,0.0,-0.003815624052028177
2010-11-11,120.198,121.635,0.0,-0.011884374037060219
2010-11-12,120.03,120.198,0.0,-0.0013986714903166941
2010-11-15,118.16000000000001,120.03000000000002,-0.19999999999999998,-0.015702073314129095
2010-11-18,120.29,119.9575,-0.6,0.0027679806224281123
2010-11-22,118.4475,120.19,0.0,-0.014603999534514855
2010-11-23,120.2,118.4475,0.0,0.014687197670924412
2010-11-24,119.302,120.2,-0.6,-0.007498928678412398
2010-11-26,119.162,119.302,0.0,-0.0011741815627086538
2010-11-29,118.4925,119.162,-0.6499999999999999,-0.005634244427008994
2010-11-30,121.01,118.4925,-0.6,0.021023519376984545
2010-12-02,122.89,122.56,-1.0,0.0026889403042247295
2010-12-03,122.76,122.89,0.0,-0.0010584165449705196
2010-12-09,124.48,123.76,0.0,0.0058008541652707635
2010-12-10,124.56,124.48,0.0,0.0006424670956617362
2010-12-13,124.67,124.56,0.0,0.0008827188311411049
2010-12-14,124.098,124.67,0.0,-0.0045986703116422945
2010-12-16,124.3,124.82,0.0,-0.004174700989231006
2010-12-17,124.6,124.3,-0.7,0.0024106078366870065
2010-12-20,125.39,124.6,0.0,0.006320273849094171
2010-12-22,125.6,125.78,-0.6,-0.0014320950812596323
2010-12-23,125.65,125.6,0.0,0.00039800995550365315
2010-12-30,125.75,125.72,0.0,0.0002385970504814594
2010-12-31,127.05,125.75,-0.38,0.010284900786325046
2011-01-03,126.98,127.05,-0.6,-0.0005511160238693691
2011-01-04,127.64,126.98,-0.39999999999999997,0.0051842076677388604
2011-01-05,127.39,127.64,0.0,-0.0019605542883471827
2011-01-06,127.14,127.39,-0.6,-0.001964405613432696
2011-01-11,128.58,127.43,-0.6,0.008984084489353172
2011-01-12,128.3675,128.58,-0.14999999999999997,-0.0016540347615521256
2011-01-13,129.3,128.3675,0.0,0.007238041825822883
2011-01-14,129.52,129.3,-0.7,0.0017000235915682893
2011-01-18,128.25,129.52,0.0,-0.009853825318501208
2011-01-19,128.08,128.25,0.0,-0.0013264153624188424
2011-01-20,128.37,128.08,0.0,0.0022616504083750044
2011-01-21,129.1,128.37,-0.3,0.005670578755761824
2011-01-24,129.17,129.1,0.0,0.0005420683913275326
2011-01-26,129.99,129.67,0.0,0.0024647628591347726
2011-01-28,128.68,127.71999999999998,-0.19999999999999998,0.0074883345242442445
2011-01-31,130.74,128.68,0.0,0.015881915813758418
2011-02-01,130.485,130.74,-0.6,-0.0019523405569703556
2011-02-02,130.78,130.485,-0.6,0.0022582445055165934
2011-02-03,131.15,130.78,-1.05,0.00282518417975286
2011-02-04,131.97,131.15,-0.3,0.006232917715855102
2011-02-09,132.321,132.269,0.0,0.0003930609673039598
2011-02-14,133.01,133.43,0.0,-0.0031526823891248057
2011-02-15,133.85,133.01,-0.39999999999999997,0.00629545660115749
2011-02-16,134.25,133.85,0.0,0.0029839634226123124
2011-02-18,131.83,134.53,-0.7,-0.020274008727573012
2011-02-23,130.93,131.02,-1.2,-0.0006871540640682738
2011-02-24,132.33,130.93,-0.6,0.010635973545296551
2011-02-28,130.93,133.15,-0.39999999999999997,-0.01681348302027974
2011-03-01,131.21,130.93,-0.3,0.0021362638779631737
2011-03-04,131.43,132.47,-0.6,-0.007881814202253423
2011-03-08,132.39,132.58,0.0,-0.0014341248636799975
2011-03-09,129.9375,132.39,-0.3,-0.01869854633133361
2011-03-10,130.84,129.9375,-0.3,0.006921637051951812
2011-03-11,130.05,130.84,-0.3,-0.00605621077552243
2011-03-14,128.56,130.05,-0.6,-0.011523270465404245
2011-03-15,126.175,128.56,-0.6,-0.018725889202930723
2011-03-16,127.85,126.175,-1.2,0.01318786951086981
2011-03-17,127.76,127.85,0.0,-0.0007041978304389573
2011-03-23,130.9,129.66,0.0,0.009518033169005236
2011-03-29,132.77,131.86,-0.3999999999999999,0.006877554222656457
2011-03-30,132.59,132.77,-0.6,-0.0013566477811828292
2011-03-31,133.15,132.59,-0.3,0.004214652133313734
2011-04-01,133.26,133.15,0.0,0.0008257948744496701
2011-04-04,133.24,133.26,-0.7999999999999999,-0.0001500938089122883
2011-04-05,133.66,133.24,-0.3,0.003147248757445098
2011-04-06,133.32,133.66,0.0,-0.0025470086433854178
2011-04-12,131.46,131.47,0.0,-7.606587308295332e-05
2011-04-13,131.56,131.46,-0.3,0.0007603984854265278
2011-04-14,132.04,131.56,0.0,0.0036418856641358133
2011-04-15,130.56,132.04,0.0,-0.011272015769195676
2011-04-18,131.31,130.56,0.0,0.00572804865511678
2011-04-19,133.1,131.31,0.0,0.01353978553015267
2011-04-20,133.78,133.1,0.0,0.00509593428919608
2011-04-21,133.64,133.78,-0.3,-0.001047042201706816
2011-04-25,134.791,133.64,-0.6,0.008575813182095438
2011-04-26,135.67,134.791,0.0,0.0065000358265665525
2011-04-27,136.11,135.67,-0.6,0.003237915846765027
2011-04-28,136.43,136.11,0.0,0.0023482802308008033
2011-04-29,136.22,136.43,0.0,-0.001540436761611197
2011-05-02,135.73,136.22,0.0,-0.003603607503298356
2011-05-03,134.83,135.73,-0.19999999999999998,-0.006652892663890242
2011-05-05,134.2,133.61,0.0,0.004406115936778754
2011-05-06,134.72,134.2,-0.19999999999999998,0.0038673259564347973
2011-05-09,135.87,134.72,-0.6,0.00849999574221627
2011-05-10,134.44,135.87,-0.19999999999999998,-0.010580543379327345
2011-05-11,135.08,134.44,-0.3,0.004749192660462143
2011-05-12,134.04,135.08,0.0,-0.007728932648257469
2011-05-13,133.19,134.04,-0.15,-0.006361582656170484
2011-05-16,133.17,133.19,0.0,-0.00015017269888595308
2011-05-17,134.36,133.17,-0.6,0.008896257230039062
2011-05-18,134.68,134.36,-0.49999999999999994,0.002378829548780992
2011-05-20,132.06,133.61,-0.675,-0.011668743834377437
2011-05-23,131.95,132.06,-0.32499999999999996,-0.0008333018170922912
2011-05-25,133.0,132.39,0.0,0.004597016272188448
2011-05-26,133.51,133.0,0.0,0.003827253180249457
2011-05-27,134.9,133.51,0.0,0.010357381811706645
2011-06-01,131.73,131.87,-0.32499999999999996,-0.0010622155778721165
2011-06-02,130.42,131.73,0.0,-0.00999436127667952
2011-06-03,129.045,130.42,0.0,-0.010598831223635585
2011-06-07,128.42,128.96,0.0,-0.004196136392416783
2011-06-08,129.4,128.42,-0.6499999999999999,0.007602239700898572
2011-06-09,127.6,129.4,0.0,-0.014008011156111166
2011-06-10,127.7,127.6,-0.3,0.0007833921278042055
2011-06-13,129.32,127.7,0.0,0.0126061898187384
2011-06-14,127.02,129.32,0.0,-0.01794539848240273
2011-06-15,127.3,127.02,-0.19999999999999998,0.0022019511885318366
2011-06-16,127.05,127.3,-0.15,-0.001965795797187475
2011-06-20,129.45,127.7,-0.3,0.01361094315905298
2011-06-21,128.67,129.45,-0.3,-0.006043719000647485
2011-06-22,128.301,128.67,0.0,-0.002871921373414743
2011-06-23,126.81,128.301,0.0,-0.011689162576676182
2011-06-24,127.94000000000001,126.80999999999999,-0.27999999999999997,0.00887150077518406
2011-06-27,129.61,127.94,0.0,0.012968537413292403
2011-06-29,131.97,130.72,0.0,0.009516992917045108
2011-06-30,133.92,131.97,-0.44999999999999996,0.014667982712427197
2011-07-01,133.81,133.92,-0.3,-0.0008217234242673399
2011-07-05,133.97,133.81,-0.6,0.0011950109719967017
2011-07-07,134.4,135.36,-1.2,-0.0071174677688645716
2011-07-08,131.97,134.4,-0.5,-0.018245804060311066
2011-07-12,131.84,131.4,-0.19999999999999998,0.003342960110651383
2011-07-13,130.93,131.84,-0.6,-0.006926236921500184
2011-07-14,131.69,130.93,0.0,0.005787846482466996
2011-07-15,130.61,131.69,0.0,-0.008234892132699123
2011-07-18,132.73,130.61,0.0,0.01610120604868115
2011-07-19,132.65,132.73,-0.19999999999999998,-0.0006029090543622218
2011-07-20,134.49,132.65,-0.19999999999999998,0.013775766251709065
2011-07-21,134.58,134.49,0.0,0.0006689709247149622
2011-07-22,133.83,134.58,0.0,-0.005588479951889269
2011-07-25,133.33,133.83,-0.3,-0.0037430796809161393
2011-07-26,130.6,133.33,0.0,-0.02068804128503654
2011-07-27,130.22,130.6,0.0,-0.0029138890336142254
2011-07-28,129.33,130.22,0.0,-0.006858050381563174
2011-07-29,128.78,129.33,-0.3,-0.004261755317116034
2011-08-01,125.49,128.78,-0.3,-0.025879447987820825
2011-08-02,126.17,125.49,-0.6,0.005404129817433656
2011-08-03,120.26,126.17,-0.6,-0.047974138328227056
2011-08-04,120.08,120.26,-0.4333333333333333,-0.001497878286216725
2011-08-05,112.26,120.08,0.0,-0.06734057781115244
2011-08-08,117.48,112.26,-0.5,0.04545049681636559
2011-08-09,112.29,117.48,-0.44999999999999996,-0.04518329574597235
2011-08-10,117.33,112.29,-0.3333333333333333,0.0439056668510851
2011-08-11,118.12,117.33,-0.15,0.006710579440190045
2011-08-12,120.62,118.12,0.0,0.020944051147118614
2011-08-15,119.59,120.62,0.0,-0.008575882042124228
2011-08-16,119.67,119.59,-1.2,0.0006687286047082353
2011-08-17,114.51,119.67,-0.3,-0.044075799160176565
2011-08-18,112.64,114.51,-0.3333333333333333,-0.016465263015516207
2011-08-22,116.44,112.73,0.0,0.032380539820982435
2011-08-23,118.08,116.44,-0.15,0.013986241974739855
2011-08-24,116.28,118.08,0.0,-0.015361285161486826
2011-08-25,117.96999999999998,116.28000000000002,-0.19999999999999998,0.01442927916307557
2011-08-26,121.36,117.97,-0.15,0.028330980186526133
2011-08-29,121.68,121.36,-0.7,0.0026333129107607434
2011-08-30,122.21999999999998,121.68,0.0,0.004428051515731113
2011-08-31,120.94,122.22,0.0,-0.010528144621702928
2011-09-01,117.85,120.94,-0.3,-0.02588192546292678
2011-09-02,116.99,117.85,-0.3,-0.007324168322630165
